web-scraper-order,web-scraper-start-url,Article-Links,Article-Links-href,Articles-Content,gist
"1699700664-63","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","WKF and USA Karate officials discuss sport's bid to be in Los Angeles 2028 Olympics","https://www.insidethegames.biz/articles/1118343/karate-olympics-la2028-inclusion","Modern pentathlon, boxing and weightlifting were all absent, but the IOC offered a ""pathway"" for all three to be added.","Senior World Karate Federation (WKF) and USA Karate officials have met to discuss the sport's bid for inclusion at the Los Angeles 2028 Olympic Games."
"1699700664-64","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","WKF and USA Karate officials discuss sport's bid to be in Los Angeles 2028 Olympics","https://www.insidethegames.biz/articles/1118343/karate-olympics-la2028-inclusion","The Organising Committee can propose additional sports, but with 28 already on the programme plus those three potential additions, room is squeezed.","Senior World Karate Federation (WKF) and USA Karate officials have met to discuss the sport's bid for inclusion at the Los Angeles 2028 Olympic Games."
"1699700671-65","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","The Catalonian city will also be the setting for second stage finish line, team presentation gala and filming of the official video clip of the La Vuelta 23.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-66","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","Jaume Collboni, the Deputy Mayor of the Barcelona City Council, David Escudé, the Councillor for Sports, and Javier Guillén, general director of Vuelta a España, were all present for the announcement of the agreement.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-67","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","The event, for which dates still have to be announced, will further increase Barcelona’s image as a sporting city, it is claimed.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-68","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","The City Council and the race organisers are working together to focus on the city’s iconic landmarks during the first two stages of the race.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-69","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","""Today is a great day for Catalan and Spanish cycling as Barcelona is a city that has been traditionally linked with the world of sports and cycling.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-70","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","To be the host of one of the three main cycling events worldwide fits perfectly with Barcelona’s international vocation,"" said Collboni.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-71","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","Escudé was looking forward to the official departure of Vuelta a España, which will happen in Barcelona after a gap of 60 years.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-72","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","""A lot has happened in that time.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-73","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","""We are all for hosting large events and it makes all the sense in the world to bring La Vuelta to Barcelona, a city that is closely-linked to cycling, and has been for many years,"" he said.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-74","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","Barcelona’s ties to cycling is evident as the city hosts major events like the Volta a Catalunya and the City of Barcelona International Track Cycling.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-75","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","In 2009, the city also hosted two stages of the Tour de France, won by Spain's greatest cyclist Alberto Contador.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-76","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","""Cycling is a sport with a strong popular following, currently placed at number two in terms of viewing and practice within Europe. Bikes are an essential element in the sustainable development of cities, which is why we’re so thrilled to be able to participate in this project,"" La Vuelta general director Guillén said.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-77","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","The Vuelta a España will also returning to Barcelona after the 2012 edition when the ninth stage of the race passed through Andorra and Montjuïc.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-78","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","Belgian Philippe Gilbert emerged victorious back then.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
"1699700671-79","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=94","Vuelta a España departure to return to Barcelona in 2023 after 61-year absence","https://www.insidethegames.biz/articles/1118317/la-vuelta-barcelona-official-departure","The last time Barcelona hosted the official departure of Vuelta a España was in 1962, a stage won by Spain's Antonio Barrutia.","Barcelona is set to play a major role in next year's Vuelta a España, one of cycling's three Grand Tours, including hosting the official departure."
